DataHora,Temperatura,Umidade,MQ-3,MQ-4,MQ-7,MQ-8,MQ-135,HorasDecorridas,Temperatura_Externa
2025-01-11 11:00:00,0.6727272727272728,0.3793103448275861,0.5925925925925926,0.07954545454545414,0.40909090909090917,0.0,0.8586956521739131,11.386388888888888,0.4013605442176873
2025-01-11 11:00:00,0.6727272727272728,0.3793103448275861,0.5185185185185182,0.125,0.3636363636363642,0.0,0.8768115942028984,11.3975,0.4013605442176873
2025-01-11 11:00:00,0.6727272727272728,0.3793103448275861,0.33333333333333304,0.14772727272727249,0.3636363636363642,0.10588235294117654,0.0,11.408055555555556,0.4013605442176873
2025-01-11 11:00:00,0.6727272727272728,0.3793103448275861,0.9999999999999991,0.2386363636363633,0.5000000000000009,0.49411764705882355,0.30797101449275344,11.418888888888889,0.4013605442176873
2025-01-11 11:00:00,0.6727272727272728,0.3793103448275861,0.814814814814814,0.2386363636363633,0.40909090909090917,0.45882352941176485,0.36231884057971,11.429722222222223,0.4013605442176873
2025-01-11 11:00:00,0.6545454545454543,0.4137931034482758,0.6296296296296289,0.17045454545454541,0.31818181818181834,0.41176470588235325,0.3224637681159419,11.440277777777778,0.4013605442176873
2025-01-11 11:00:00,0.6545454545454543,0.4137931034482758,0.7037037037037033,0.1931818181818179,0.31818181818181834,0.42352941176470615,0.35507246376811574,11.450555555555555,0.4013605442176873
2025-01-11 11:00:00,0.6545454545454543,0.4137931034482758,0.7407407407407396,0.18181818181818166,0.40909090909090917,0.45882352941176485,0.3586956521739131,11.461388888888889,0.4013605442176873
2025-01-11 11:00:00,0.6545454545454543,0.4137931034482758,0.7407407407407396,0.1931818181818179,0.40909090909090917,0.45882352941176485,0.4130434782608696,11.471666666666666,0.4013605442176873
2025-01-11 11:00:00,0.6363636363636358,0.4137931034482758,0.7407407407407396,0.20454545454545414,0.40909090909090917,0.45882352941176485,0.46014492753623193,11.4825,0.4013605442176873
2025-01-11 11:00:00,0.6363636363636358,0.4137931034482758,0.666666666666667,0.1931818181818179,0.3636363636363642,0.44705882352941195,0.11956521739130421,11.492777777777778,0.4013605442176873
2025-01-11 11:00:00,0.6363636363636358,0.4137931034482758,0.5925925925925926,0.15909090909090873,0.31818181818181834,0.42352941176470615,0.02898550724637694,11.503055555555555,0.4013605442176873
2025-01-11 11:00:00,0.6363636363636358,0.4482758620689655,0.6296296296296289,0.15909090909090873,0.31818181818181834,0.42352941176470615,0.03985507246376807,11.51361111111111,0.4013605442176873
